key,branch,source_lambda,init_index,eval_lambda,E_lambda,E0,overlap,center_offset_norm,separation,branch_type
Type A candidate|co0.04|ov5.3|sep2.3,cand_lam0.1_init5,0.1,5,0.05,33.42028665486482,33.15710587976459,5.2636155020045,0.036159101228679345,2.285595053242661,Type A candidate
Type A candidate|co0.04|ov5.3|sep2.3,cand_lam0.1_init5,0.1,5,0.1,33.68346742996504,33.15710587976459,5.2636155020045,0.036159101228679345,2.285595053242661,Type A candidate
Type A candidate|co0.04|ov5.3|sep2.3,cand_lam0.1_init5,0.1,5,0.5,35.78891363076684,33.15710587976459,5.2636155020045,0.036159101228679345,2.285595053242661,Type A candidate
Type A candidate|co0.04|ov5.3|sep2.3,cand_lam0.1_init5,0.1,5,1,38.42072138176909,33.15710587976459,5.2636155020045,0.036159101228679345,2.285595053242661,Type A candidate
Type A candidate|co0.04|ov5.3|sep2.3,cand_lam0.1_init5,0.1,5,5,59.47518338978709,33.15710587976459,5.2636155020045,0.036159101228679345,2.285595053242661,Type A candidate
Type A candidate|co0.03|ov7.1|sep2.7,cand_lam0.1_init6,0.1,6,0,30.864692450659376,30.864692450659376,7.1025982695814065,0.03018909418082503,2.6877919732899787,Type A candidate
Type A candidate|co0.03|ov7.1|sep2.7,cand_lam0.1_init6,0.1,6,0.01,30.93571843335519,30.864692450659376,7.1025982695814065,0.03018909418082503,2.6877919732899787,Type A candidate
Type A candidate|co0.03|ov7.1|sep2.7,cand_lam0.1_init6,0.1,6,0.05,31.219822364138448,30.864692450659376,7.1025982695814065,0.03018909418082503,2.6877919732899787,Type A candidate
Type A candidate|co0.03|ov7.1|sep2.7,cand_lam0.1_init6,0.1,6,0.1,31.574952277617516,30.864692450659376,7.1025982695814065,0.03018909418082503,2.6877919732899787,Type A candidate
Type A candidate|co0.03|ov7.1|sep2.7,cand_lam0.1_init6,0.1,6,0.5,34.41599158545008,30.864692450659376,7.1025982695814065,0.03018909418082503,2.6877919732899787,Type A candidate
Type A candidate|co0.03|ov7.1|sep2.7,cand_lam0.1_init6,0.1,6,1,37.96729072024078,30.864692450659376,7.1025982695814065,0.03018909418082503,2.6877919732899787,Type A candidate
Type A candidate|co0.03|ov7.1|sep2.7,cand_lam0.1_init6,0.1,6,5,66.37768379856641,30.864692450659376,7.1025982695814065,0.03018909418082503,2.6877919732899787,Type A candidate
Type A candidate|co0.03|ov3.1|sep1.6,cand_lam0.1_init7,0.1,7,0,29.79978399639022,29.79978399639022,3.1364755489665037,0.028490147700139117,1.5621393467820508,Type A candidate
Type A candidate|co0.03|ov3.1|sep1.6,cand_lam0.1_init7,0.1,7,0.01,29.831148751879887,29.79978399639022,3.1364755489665037,0.028490147700139117,1.5621393467820508,Type A candidate
Type A candidate|co0.03|ov3.1|sep1.6,cand_lam0.1_init7,0.1,7,0.05,29.956607773838545,29.79978399639022,3.1364755489665037,0.028490147700139117,1.5621393467820508,Type A candidate
Type A candidate|co0.03|ov3.1|sep1.6,cand_lam0.1_init7,0.1,7,0.1,30.113431551286872,29.79978399639022,3.1364755489665037,0.028490147700139117,1.5621393467820508,Type A candidate
Type A candidate|co0.03|ov3.1|sep1.6,cand_lam0.1_init7,0.1,7,0.5,31.368021770873472,29.79978399639022,3.1364755489665037,0.028490147700139117,1.5621393467820508,Type A candidate
Type A candidate|co0.03|ov3.1|sep1.6,cand_lam0.1_init7,0.1,7,1,32.93625954535673,29.79978399639022,3.1364755489665037,0.028490147700139117,1.5621393467820508,Type A candidate
Type A candidate|co0.03|ov3.1|sep1.6,cand_lam0.1_init7,0.1,7,5,45.48216174122274,29.79978399639022,3.1364755489665037,0.028490147700139117,1.5621393467820508,Type A candidate
Type A candidate|co0.07|ov8.8|sep4.2,cand_lam0.1_init8,0.1,8,0,28.545765146432725,28.545765146432725,8.788284321404834,0.07268958889003943,4.189195073085552,Type A candidate
Type A candidate|co0.07|ov8.8|sep4.2,cand_lam0.1_init8,0.1,8,0.01,28.63364798964677,28.545765146432725,8.788284321404834,0.07268958889003943,4.189195073085552,Type A candidate
Type A candidate|co0.07|ov8.8|sep4.2,cand_lam0.1_init8,0.1,8,0.05,28.985179362502965,28.545765146432725,8.788284321404834,0.07268958889003943,4.189195073085552,Type A candidate
Type A candidate|co0.07|ov8.8|sep4.2,cand_lam0.1_init8,0.1,8,0.1,29.42459357857321,28.545765146432725,8.788284321404834,0.07268958889003943,4.189195073085552,Type A candidate
Type A candidate|co0.07|ov8.8|sep4.2,cand_lam0.1_init8,0.1,8,0.5,32.939907307135144,28.545765146432725,8.788284321404834,0.07268958889003943,4.189195073085552,Type A candidate
Type A candidate|co0.07|ov8.8|sep4.2,cand_lam0.1_init8,0.1,8,1,37.33404946783756,28.545765146432725,8.788284321404834,0.07268958889003943,4.189195073085552,Type A candidate
